ip_address,total_sessions,total_page_views,first_visit,last_visit,avg_session_duration_seconds,bounce_count,device,browser,browser_name,os,os_name,country,city,is_returning,bounce_rate_pct
92.92.127.42,3,4,2026-04-23 20:42:32.392000+00:00,2026-04-23 20:43:10.095000+00:00,403,2,mobile,Samsung Internet 29.0,Samsung,Android 10,Android,,,True,66.7
89.93.132.76,5,5,2026-04-09 17:46:33.142000+00:00,2026-04-23 14:41:39.860000+00:00,299,5,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,True,100.0
66.249.88.1,7,7,2026-03-04 11:14:14.800000+00:00,2026-04-23 12:07:39.254000+00:00,0,7,desktop,Chrome 146.0.7680.177,Chrome,Linux,Linux,,,True,100.0
66.249.88.4,15,15,2026-02-20 12:47:39.395000+00:00,2026-04-23 12:07:33.012000+00:00,0,15,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
176.140.219.232,3,6,2026-04-22 18:54:57.432000+00:00,2026-04-22 19:56:36.289000+00:00,1232,2,desktop,Chrome 144.0.0.0,Chrome,macOS 10.15.7,macOS,,,True,66.7
66.249.88.3,5,5,2026-02-23 16:11:30.016000+00:00,2026-04-22 16:45:12.474000+00:00,0,5,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
209.85.238.138,12,12,2026-02-06 15:57:52.720000+00:00,2026-04-22 08:06:19.646000+00:00,0,12,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
176.191.70.59,1,1,2026-04-21 20:27:37.859000+00:00,2026-04-21 20:27:37.859000+00:00,0,1,mobile,Mobile Chrome 136.0.7103.91,Mobile,iOS 26.4.0,iOS,,,False,100.0
209.85.238.135,9,9,2026-02-07 09:46:39.678000+00:00,2026-04-21 17:44:19.141000+00:00,0,9,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
209.85.238.131,2,2,2026-04-19 02:28:03.644000+00:00,2026-04-21 11:20:11.718000+00:00,0,2,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
213.41.41.194,1,1,2026-04-21 09:29:46.229000+00:00,2026-04-21 09:29:46.229000+00:00,43,1,desktop,Edge 147.0.0.0,Edge,Windows 10,Windows,,,False,100.0
209.85.238.137,15,15,2026-04-03 06:55:55.047000+00:00,2026-04-21 07:51:02.529000+00:00,0,15,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
88.17.250.1,1,1,2026-04-20 17:36:32.510000+00:00,2026-04-20 17:36:32.510000+00:00,0,1,desktop,Chrome 147.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
77.133.250.31,1,1,2026-04-20 08:14:18.590000+00:00,2026-04-20 08:14:18.590000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
176.140.200.245,2,3,2026-04-19 22:14:57.159000+00:00,2026-04-19 22:15:25.281000+00:00,0,1,mobile,Mobile Chrome 136.0.7103.91,Mobile,iOS 26.4.0,iOS,,,True,50.0
209.85.238.136,10,10,2026-02-05 14:11:15.862000+00:00,2026-04-19 18:09:57.030000+00:00,0,10,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
204.101.161.15,1,1,2026-04-19 10:50:31.689000+00:00,2026-04-19 10:50:31.689000+00:00,5,1,desktop,Chrome 147.0.0.0,Chrome,Linux,Linux,,,False,100.0
176.191.73.113,1,1,2026-04-17 18:35:10.492000+00:00,2026-04-17 18:35:10.492000+00:00,0,1,mobile,Mobile Chrome 136.0.7103.91,Mobile,iOS 26.4.0,iOS,,,False,100.0
176.191.64.55,3,6,2026-04-17 17:59:00.801000+00:00,2026-04-17 18:02:13.476000+00:00,0,1,mobile,Mobile Chrome 136.0.7103.91,Mobile,iOS 26.4.0,iOS,,,True,33.3
176.137.142.119,2,2,2026-04-17 17:24:30.563000+00:00,2026-04-17 17:33:04.498000+00:00,0,2,mobile,DuckDuckGo 26.3,DuckDuckGo,iOS 26.3,iOS,,,True,100.0
192.178.11.104,5,5,2026-02-24 13:50:21.570000+00:00,2026-04-17 17:12:27.189000+00:00,0,5,desktop,Chrome 146.0.7680.177,Chrome,Linux,Linux,,,False,100.0
74.125.212.132,3,3,2026-04-13 17:36:11.730000+00:00,2026-04-17 16:49:10.368000+00:00,0,3,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
81.65.75.56,1,1,2026-04-17 16:46:27.555000+00:00,2026-04-17 16:46:27.555000+00:00,5,1,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
::1,80,229,2026-04-17 08:59:30.318000+00:00,2026-04-17 12:58:09.715000+00:00,379,29,mobile,Mobile Chrome 147.0.0.0,Mobile,Android 6.0,Android,,,True,36.2
86.252.58.235,1,1,2026-04-17 08:40:12.042000+00:00,2026-04-17 08:40:12.042000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
104.253.112.85,1,1,2026-04-16 19:35:44.359000+00:00,2026-04-16 19:35:44.359000+00:00,0,1,desktop,Firefox 133.0,Firefox,Windows 10,Windows,,,False,100.0
176.158.106.182,1,1,2026-04-16 18:00:01.619000+00:00,2026-04-16 18:00:01.619000+00:00,0,1,mobile,DuckDuckGo 26.3,DuckDuckGo,iOS 26.3,iOS,,,False,100.0
212.133.41.51,1,1,2026-04-16 15:08:01.811000+00:00,2026-04-16 15:08:01.811000+00:00,0,1,mobile,DuckDuckGo 26.3,DuckDuckGo,iOS 26.3,iOS,,,False,100.0
185.100.197.30,1,2,2026-04-16 06:34:38.415000+00:00,2026-04-16 06:34:38.415000+00:00,263,0,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,0.0
176.191.83.98,1,1,2026-04-15 19:50:29.553000+00:00,2026-04-15 19:50:29.553000+00:00,0,1,mobile,WebKit 605.1.15,WebKit,iOS 18.7,iOS,,,False,100.0
176.140.196.236,2,5,2026-04-15 17:33:19.848000+00:00,2026-04-15 17:33:37.989000+00:00,0,0,mobile,Facebook 554.0.0.40.109,Facebook,iOS 18.7,iOS,,,True,0.0
209.85.238.139,12,12,2026-02-13 08:06:11.006000+00:00,2026-04-15 15:37:15.300000+00:00,0,12,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
192.178.11.103,3,3,2026-02-23 15:41:07.203000+00:00,2026-04-15 15:29:38.127000+00:00,0,3,desktop,Chrome 146.0.7680.164,Chrome,Linux,Linux,,,False,100.0
66.249.88.5,10,10,2026-02-23 16:11:29.612000+00:00,2026-04-15 14:52:02.207000+00:00,0,10,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
176.140.200.69,1,1,2026-04-15 12:21:26.053000+00:00,2026-04-15 12:21:26.053000+00:00,0,1,mobile,Mobile Chrome 125.0.6422.80,Mobile,iOS 26.2,iOS,,,False,100.0
77.136.66.151,2,2,2026-04-15 11:28:31.643000+00:00,2026-04-15 11:29:04.798000+00:00,0,2,mobile,Facebook 555.0.0.37.106,Facebook,iOS 18.1.1,iOS,,,True,100.0
86.247.176.235,1,1,2026-04-14 21:59:26.042000+00:00,2026-04-14 21:59:26.042000+00:00,0,1,mobile,Brave 1,Brave,iOS 18.7,iOS,,,False,100.0
209.85.238.140,17,17,2026-02-04 01:45:16.138000+00:00,2026-04-14 16:33:34.243000+00:00,0,17,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
18.212.216.16,1,1,2026-04-14 08:58:12.210000+00:00,2026-04-14 08:58:12.210000+00:00,0,1,desktop,Chrome 140.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
217.108.151.245,3,3,2026-04-14 08:43:49.575000+00:00,2026-04-14 08:58:02.089000+00:00,56260,3,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,True,100.0
3.80.43.139,1,1,2026-04-14 08:57:50.044000+00:00,2026-04-14 08:57:50.044000+00:00,0,1,desktop,Chrome Headless 94.0.4606.71,Chrome,Linux,Linux,,,False,100.0
100.53.179.180,1,1,2026-04-14 08:57:05.085000+00:00,2026-04-14 08:57:05.085000+00:00,0,1,desktop,Chrome 11.0.696.14,Chrome,Windows XP,Windows,,,False,100.0
152.59.42.159,1,1,2026-04-14 08:08:54.911000+00:00,2026-04-14 08:08:54.911000+00:00,20,1,desktop,Chrome 147.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
54.218.36.164,1,1,2026-04-14 02:38:26.997000+00:00,2026-04-14 02:38:26.997000+00:00,0,1,desktop,Chrome 145.0.0.0,Chrome,Linux,Linux,,,False,100.0
109.221.151.30,49,351,2026-03-30 21:55:09.567000+00:00,2026-04-13 20:39:42.042000+00:00,3653,12,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,True,24.5
74.125.212.140,4,4,2026-03-25 17:48:30.283000+00:00,2026-04-13 17:36:19.889000+00:00,0,4,desktop,Chrome 146.0.7680.164,Chrome,Linux,Linux,,,True,100.0
74.125.212.141,6,6,2026-03-24 17:53:07.384000+00:00,2026-04-13 17:36:12.515000+00:00,0,6,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
74.125.212.142,6,6,2026-03-31 15:02:52.309000+00:00,2026-04-13 17:07:01.359000+00:00,0,6,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
74.125.212.139,3,3,2026-03-25 17:48:37.432000+00:00,2026-04-13 17:05:15.859000+00:00,0,3,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
131.226.104.123,1,1,2026-04-13 16:43:08.913000+00:00,2026-04-13 16:43:08.913000+00:00,205,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
66.249.88.2,8,8,2026-02-20 13:34:48.701000+00:00,2026-04-13 13:41:04.828000+00:00,0,8,desktop,Chrome 146.0.7680.164,Chrome,Unknown,Unknown,,,True,100.0
88.185.63.10,1,1,2026-04-13 11:35:09.852000+00:00,2026-04-13 11:35:09.852000+00:00,0,1,mobile,Mobile Safari 26.0.1,Mobile,iOS 18.7,iOS,,,False,100.0
100.49.160.54,1,1,2026-04-13 09:37:03.497000+00:00,2026-04-13 09:37:03.497000+00:00,0,1,desktop,Chrome Headless 138.0.7204.0,Chrome,Linux,Linux,,,False,100.0
98.89.149.96,6,6,2026-03-20 16:06:46.337000+00:00,2026-04-13 01:26:14.678000+00:00,0,6,desktop,Chrome 136.0.0.0,Chrome,macOS 10.15.7,macOS,,,True,100.0
172.96.93.10,1,1,2026-04-12 13:23:59.891000+00:00,2026-04-12 13:23:59.891000+00:00,0,1,desktop,Chrome 141.0.0.0,Chrome,Linux,Linux,,,False,100.0
149.57.176.134,1,1,2026-04-12 13:22:45.594000+00:00,2026-04-12 13:22:45.594000+00:00,0,1,desktop,Chrome 141.0.0.0,Chrome,Linux,Linux,,,False,100.0
149.57.191.228,1,1,2026-04-11 08:04:19.093000+00:00,2026-04-11 08:04:19.093000+00:00,0,1,desktop,Chrome 141.0.0.0,Chrome,Linux,Linux,,,False,100.0
176.140.216.85,1,1,2026-04-10 21:25:41.863000+00:00,2026-04-10 21:25:41.863000+00:00,0,1,mobile,Mobile Chrome 136.0.7103.91,Mobile,iOS 26.4.0,iOS,,,False,100.0
74.125.212.131,1,1,2026-04-10 16:59:24.380000+00:00,2026-04-10 16:59:24.380000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
74.125.210.64,1,1,2026-04-10 16:23:24.658000+00:00,2026-04-10 16:23:24.658000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
74.125.210.71,1,1,2026-04-10 16:23:18.991000+00:00,2026-04-10 16:23:18.991000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
74.125.210.65,1,1,2026-04-10 16:23:15.537000+00:00,2026-04-10 16:23:15.537000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
213.41.102.186,1,2,2026-04-10 12:23:33.516000+00:00,2026-04-10 12:23:33.516000+00:00,163,0,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,0.0
92.184.117.171,1,1,2026-04-10 08:25:34.674000+00:00,2026-04-10 08:25:34.674000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
57.129.52.43,1,8,2026-04-09 23:10:24.125000+00:00,2026-04-09 23:10:24.125000+00:00,337042,0,desktop,Chrome 144.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,0.0
